Rk,Player,Sh,Cmp,SCA,GCA,CrdY,Touches,Tkl,Date,Age,Nation,Team,Team,Opp,Comp,Result,Start,Min,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_PKm,Standard_Sh,Standard_G/Sh,Standard_G/SoT,Standard_SoT,Standard_SoT%,Standard_Dist,Standard_FK,Total_Cmp,Total_Att,Total_Cmp%,Total_KP,Total_2025-01-03 00:00:00,Total_PPA,Total_CrsPA,Total_PrgP,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Long_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,SCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Pos.,Performance_Match Report
36,Roberto López,1,9,1,0,0,14,0,8/28/2024,24-126,es ESP,Leganés,@,Valladolid,es La Liga,D 0-0,N,25,0,0,0,0,0,0,0,1,0,,0,0,22.7,0,9,12,75,0,0,1,1,0,159,29,4,4,100,4,5,80,1,2,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,4,8,0,14,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,MF,Match Report
37,Renato Tapia,0,4,0,0,0,5,0,8/28/2024,29-031,pe PER,Leganés,@,Valladolid,es La Liga,D 0-0,N,6,0,0,0,0,0,0,0,0,,,0,,,0,4,5,80,0,0,0,0,0,46,6,3,4,75,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,"MF,DF",Match Report
38,Enric Franquesa,0,9,0,0,1,10,0,8/28/2024,27-184,es ESP,Leganés,@,Valladolid,es La Liga,D 0-0,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,9,9,100,0,1,0,0,2,109,26,4,4,100,3,3,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,7,2,0,10,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,1,0,0,1,1,"DF,FW",Match Report
39,Darko Brašanac,0,6,0,0,0,8,0,8/28/2024,32-198,rs SRB,Leganés,@,Valladolid,es La Liga,D 0-0,N,25,0,0,0,0,0,0,0,0,,,0,,,0,6,7,85.7,0,0,0,0,2,89,22,4,5,80,2,2,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,6,1,0,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,MF,Match Report
40,Juan Soriano,0,13,0,0,0,30,0,8/28/2024,27-005,es ESP,Leganés,@,Valladolid,es La Liga,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,13,30,43.3,0,0,0,0,0,548,477,2,2,100,4,4,100,7,24,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,30,0,0,0,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,Match Report
41,Sergi,0,45,1,0,1,56,1,8/28/2024,32-130,es ESP,Leganés,@,Valladolid,es La Liga,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,45,48,93.8,1,0,0,0,4,895,272,9,10,90,32,33,97,3,4,75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,5,36,20,0,0,56,1,1,1,0,0,1,1,100,0,0,0,0,0,1,5,0,1,0,0,2,1,DF,Match Report
42,Miguel,1,6,1,0,0,19,0,8/28/2024,24-360,es ESP,Leganés,@,Valladolid,es La Liga,D 0-0,Y,90,0,0,0,0,0,0,0,1,0,,0,0,19.6,0,6,9,66.7,0,1,0,0,0,57,5,3,4,75,1,1,100,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,8,10,1,19,0,0,0,0,0,0,1,0,1,3,0,3,0,0,0,0,0,0,0,1,1,FW,Match Report
43,Munir El Haddadi,0,4,1,0,0,10,0,8/28/2024,28-362,ma MAR,Leganés,@,Valladolid,es La Liga,D 0-0,N,20,0,0,0,0,0,0,0,0,,,0,,,0,4,8,50,0,0,0,0,0,56,0,2,3,66.7,2,2,100,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,2,3,5,0,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"FW,MF",Match Report
44,Julián Chicco,0,16,0,0,0,24,4,8/28/2024,26-228,ar ARG,Leganés,@,Valladolid,es La Liga,D 0-0,Y,70,0,0,0,0,0,0,0,0,,,0,,,0,16,18,88.9,0,1,0,0,2,216,54,10,11,90.9,6,6,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,5,16,3,1,24,4,3,0,4,0,2,3,66.7,1,0,0,0,1,5,0,0,0,0,0,0,1,"MF,DF",Match Report
45,Javi Hernández,1,33,1,0,0,56,1,8/28/2024,26-118,es ESP,Leganés,@,Valladolid,es La Liga,D 0-0,Y,90,0,0,0,0,0,0,0,1,0,,0,0,8.9,0,33,43,76.7,0,1,0,0,1,510,142,23,27,85.2,7,8,87.5,3,7,42.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,56,6,19,29,9,1,56,1,1,0,1,0,0,1,0,1,1,0,1,2,3,4,0,0,0,0,4,0,DF,Match Report
46,Valentin Rosier,0,19,3,0,0,41,2,8/28/2024,28-009,fr FRA,Leganés,@,Valladolid,es La Liga,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,19,26,73.1,1,0,0,0,1,275,120,12,13,92.3,6,7,85.7,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,41,5,20,15,6,1,41,2,2,2,0,0,2,5,40,3,1,0,1,3,5,6,0,0,0,0,2,1,DF,Match Report
47,Jorge Sáenz,0,52,1,0,1,68,2,8/28/2024,27-285,es ESP,Leganés,@,Valladolid,es La Liga,D 0-0,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,52,60,86.7,0,3,0,0,1,1135,463,13,13,100,31,31,100,8,15,53.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,68,7,39,28,1,0,68,2,2,1,1,0,1,1,100,0,0,0,0,0,2,5,0,1,0,0,2,0,DF,Match Report
