Rk,Player,Sh,Cmp,SCA,GCA,CrdY,Touches,Tkl,Date,Age,Nation,Team,Team,Opp,Comp,Result,Start,Min,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_PKm,Standard_Sh,Standard_G/Sh,Standard_G/SoT,Standard_SoT,Standard_SoT%,Standard_Dist,Standard_FK,Total_Cmp,Total_Att,Total_Cmp%,Total_KP,Total_2025-01-03 00:00:00,Total_PPA,Total_CrsPA,Total_PrgP,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Long_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,SCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Pos.,Performance_Match Report
201,Mattéo Guendouzi,0,44,0,0,0,56,0,2024-10-31,25-200,fr FRA,Lazio,@,Como,it Serie A,W 5-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,44,53,83.0,0,8,0,0,8,852,173,21,22,95.5,15,16,93.8,8,13,61.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,13,38,8,0,56,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,0,0,0,0,0,0,0,MF,Match Report
202,Mario Gila,0,53,1,0,0,67,0,2024-10-31,24-063,es ESP,Lazio,@,Como,it Serie A,W 5-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,53,59,89.8,0,5,1,0,5,1099,372,14,15,93.3,31,32,96.9,6,9,66.7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,67,11,42,24,1,0,67,0,0,0,0,0,0,0,,0,2,2,0,1,1,3,0,0,0,0,1,2,DF,Match Report
203,Loum Tchaouna,1,6,1,1,0,12,0,2024-10-31,21-053,fr FRA,Lazio,@,Como,it Serie A,W 5-1,N,12,1,0,1,1,0,0,0,1,1.0,1.0,1,100.0,17.3,0,6,9,66.7,0,1,0,0,1,81,10,4,5,80.0,2,4,50.0,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,12,0,1,8,3,1,12,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,"FW,MF",Match Report
204,Nuno Tavares,1,21,2,1,2,38,2,2024-10-31,24-279,pt POR,Lazio,@,Como,it Serie A,W 5-1,Y,64,0,1,1,0,0,0,0,1,0.0,,0,0.0,27.8,1,21,28,75.0,2,0,3,2,2,393,115,12,14,85.7,7,10,70.0,2,4,50.0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,38,0,8,14,17,1,38,2,2,1,1,0,0,0,,0,1,0,1,1,3,0,0,2,1,1,3,1,DF,Match Report
205,Adam Marušić,0,28,0,0,0,44,3,2024-10-31,32-014,me MNE,Lazio,@,Como,it Serie A,W 5-1,Y,78,0,0,0,0,0,0,0,0,,,0,,,0,28,35,80.0,0,0,0,0,1,535,99,10,11,90.9,10,13,76.9,6,7,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,20,15,9,0,44,3,1,3,0,0,2,2,100.0,0,2,2,0,1,4,2,0,0,0,0,0,1,DF,Match Report
206,Valentín Castellanos,5,8,4,0,1,30,0,2024-10-31,26-028,ar ARG,Lazio,@,Como,it Serie A,W 5-1,Y,90,2,0,2,1,1,1,0,5,0.2,0.33,3,60.0,23.3,1,8,16,50.0,1,0,0,0,0,91,4,5,11,45.5,3,4,75.0,0,0,,4,0,0,1,1,2,0,0,0,0,0,0,0,0,30,0,1,13,16,7,29,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,1,0,0,3,3,FW,Match Report
207,Patric,1,45,1,0,0,58,1,2024-10-31,31-197,es ESP,Lazio,@,Como,it Serie A,W 5-1,Y,86,1,0,1,1,0,0,0,1,1.0,1.0,1,100.0,1.7,0,45,53,84.9,0,2,0,0,3,872,274,13,14,92.9,29,30,96.7,3,9,33.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,58,3,30,27,1,1,58,1,1,1,0,0,0,0,,0,0,0,0,0,1,3,1,0,0,0,0,3,DF,Match Report
208,Manuel Lazzari,1,30,3,0,1,49,1,2024-11-04,30-341,it ITA,Lazio,,Cagliari,it Serie A,W 2-1,Y,80,0,0,0,0,0,0,0,1,0.0,,0,0.0,32.5,0,30,41,73.2,2,1,2,2,3,517,168,12,14,85.7,15,20,75.0,2,4,50.0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,49,2,7,21,21,1,49,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,0,0,1,0,0,1,4,DF,Match Report
209,Fisayo Dele-Bashiru,0,9,1,0,0,14,1,2024-11-04,23-272,ng NGA,Lazio,,Cagliari,it Serie A,W 2-1,N,11,0,0,0,0,0,0,0,0,,,0,,,0,9,11,81.8,1,1,0,0,1,144,23,4,5,80.0,5,6,83.3,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,8,4,1,14,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,"MF,FW",Match Report
210,Boulaye Dia,1,27,3,1,0,34,2,2024-11-04,27-354,sn SEN,Lazio,,Cagliari,it Serie A,W 2-1,Y,79,1,0,1,1,0,0,0,1,1.0,1.0,1,100.0,6.3,0,27,29,93.1,1,2,1,0,5,438,64,12,12,100.0,14,16,87.5,1,1,100.0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,34,0,3,18,14,2,34,2,1,1,0,1,0,1,0.0,1,1,0,1,0,2,0,0,0,0,0,1,1,"MF,FW",Match Report
211,Ivan Provedel,0,31,0,0,0,34,0,2024-11-04,30-232,it ITA,Lazio,,Cagliari,it Serie A,W 2-1,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,31,32,96.9,0,0,0,0,0,789,536,6,6,100.0,16,16,100.0,9,10,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,17,33,1,0,0,34,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,GK,Match Report
