Rk,Player,Sh,Cmp,SCA,GCA,CrdY,Touches,Tkl,Date,Age,Nation,Team,Team.1,Opp,Comp,Result,Start,Min,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_PKm,Standard_Sh,Standard_G/Sh,Standard_G/SoT,Standard_SoT,Standard_SoT%,Standard_Dist,Standard_FK,Total_Cmp,Total_Att,Total_Cmp%,Total_KP,Total_2025-01-03 00:00:00,Total_PPA,Total_CrsPA,Total_PrgP,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Long_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,SCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Pos.,Performance_Match Report
31,Marius Bülter,1,8,0,0,0,11,0,2024-08-31,31-155,de GER,Hoffenheim,@,Eint Frankfurt,de Bundesliga,L 1-3,Y,45,0,0,0,0,0,0,0,1,0.0,,0,0.0,16.1,0,8,8,100.0,0,2,0,0,0,101,20,5,5,100.0,3,3,100.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,7,3,1,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,"FW,DF",Match Report
32,Mergim Berisha,1,5,1,0,0,11,0,2024-08-31,26-112,de GER,Hoffenheim,@,Eint Frankfurt,de Bundesliga,L 1-3,N,45,0,0,0,0,0,0,0,1,0.0,,0,0.0,9.5,0,5,7,71.4,0,0,1,0,1,56,16,3,3,100.0,1,3,33.3,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,4,7,1,11,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,"FW,MF",Match Report
33,Tom Bischof,1,11,4,0,0,14,0,2024-09-14,19-078,de GER,Hoffenheim,,Leverkusen,de Bundesliga,L 1-4,N,15,0,0,0,0,0,0,0,1,0.0,,0,0.0,17.8,0,11,12,91.7,3,3,1,0,4,253,114,3,3,100.0,3,3,100.0,4,5,80.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,14,1,2,5,7,1,14,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,"MF,FW",Match Report
34,Tim Drexler,0,35,1,0,0,53,4,2024-09-14,19-192,de GER,Hoffenheim,,Leverkusen,de Bundesliga,L 1-4,Y,75,0,0,0,0,0,0,0,0,,,0,,,0,35,40,87.5,1,5,0,0,3,554,214,23,24,95.8,8,10,80.0,3,4,75.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,53,7,24,27,2,0,53,4,1,4,0,0,2,3,66.7,1,2,2,0,0,4,4,0,0,0,0,0,1,DF,Match Report
35,Anton Stach,2,41,0,0,0,59,0,2024-09-14,25-304,de GER,Hoffenheim,,Leverkusen,de Bundesliga,L 1-4,Y,90,0,0,0,0,0,0,0,2,0.0,0.0,2,100.0,28.8,0,41,47,87.2,0,1,1,0,4,722,248,17,18,94.4,21,21,100.0,2,4,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,6,22,25,12,0,59,0,0,0,0,0,0,0,,0,3,0,3,0,0,5,0,0,0,0,0,0,"MF,DF",Match Report
36,Dennis Geiger,1,27,4,0,0,41,3,2024-09-14,26-096,de GER,Hoffenheim,,Leverkusen,de Bundesliga,L 1-4,Y,90,0,0,0,0,0,0,0,1,0.0,,0,0.0,26.9,0,27,33,81.8,1,3,0,0,3,357,50,18,21,85.7,9,10,90.0,0,1,0.0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,41,0,8,16,18,1,41,3,2,1,1,1,1,1,100.0,0,0,0,0,1,4,0,0,0,0,0,4,2,"MF,FW",Match Report
37,Oliver Baumann,0,19,0,0,0,37,0,2024-09-14,34-104,de GER,Hoffenheim,,Leverkusen,de Bundesliga,L 1-4,Y,90,0,0,0,0,0,0,0,0,,,0,,,0,19,32,59.4,0,0,0,0,0,392,257,5,5,100.0,11,12,91.7,3,15,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,35,2,0,0,37,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,GK,Match Report
38,Jacob Bruun Larsen,1,6,2,0,0,13,0,2024-09-14,25-361,dk DEN,Hoffenheim,,Leverkusen,de Bundesliga,L 1-4,N,30,0,0,0,0,0,0,0,1,0.0,0.0,1,100.0,11.1,0,6,9,66.7,0,1,0,0,0,67,12,5,6,83.3,1,2,50.0,0,1,0.0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,13,0,1,2,10,3,13,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
39,Andrej Kramarić,4,31,3,1,0,45,0,2024-09-14,33-087,hr CRO,Hoffenheim,,Leverkusen,de Bundesliga,L 1-4,Y,86,0,1,1,0,0,0,0,4,0.0,,0,0.0,18.5,1,31,35,88.6,2,1,2,1,4,447,142,20,21,95.2,7,9,77.8,2,2,100.0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,45,1,12,14,20,6,45,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,"MF,FW",Match Report
40,Alexander Prass,0,28,3,1,1,43,3,2024-09-14,23-111,at AUT,Hoffenheim,,Leverkusen,de Bundesliga,L 1-4,Y,60,0,0,0,0,0,0,0,0,,,0,,,0,28,34,82.4,2,2,1,0,3,457,157,15,15,100.0,11,15,73.3,2,3,66.7,3,3,0,0,0,0,0,1,1,0,0,0,0,0,43,4,14,11,18,2,43,3,1,3,0,0,3,4,75.0,1,1,0,1,0,3,2,0,1,0,0,2,2,DF,Match Report
