Rk,Player,Sh,Cmp,SCA,GCA,CrdY,Touches,Tkl,Date,Age,Nation,Team,Team.1,Opp,Comp,Result,Start,Min,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_PKm,Standard_Sh,Standard_G/Sh,Standard_G/SoT,Standard_SoT,Standard_SoT%,Standard_Dist,Standard_FK,Total_Cmp,Total_Att,Total_Cmp%,Total_KP,Total_2025-01-03 00:00:00,Total_PPA,Total_CrsPA,Total_PrgP,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Long_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,SCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Pos.,Performance_Match Report
27,Maxim Leitsch,1,6,0,0,0,18,0,2024-08-31,26-105,de GER,Mainz 05,@,Stuttgart,de Bundesliga,D 3-3,N,45,1,0,1,1,0,0,0,1,1.0,1.0,1,100.0,7.1,0,6,9,66.7,0,0,0,0,0,77,9,5,6,83.3,1,1,100.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,16,0,2,1,18,0,0,0,0,0,0,0,,0,2,1,1,0,0,5,0,0,0,0,1,1,DF,Match Report
28,Stefan Bell,0,12,0,0,0,20,1,2024-08-31,33-007,de GER,Mainz 05,@,Stuttgart,de Bundesliga,D 3-3,Y,45,0,0,0,0,0,0,0,0,,,0,,,0,12,14,85.7,0,1,0,0,1,268,148,4,4,100.0,5,5,100.0,3,5,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,8,12,0,0,20,1,1,0,1,0,0,0,,0,0,0,0,1,2,2,0,0,0,0,0,0,DF,Match Report
29,Hong Hyunseok,1,18,1,0,0,26,0,2024-08-31,25-076,kr KOR,Mainz 05,@,Stuttgart,de Bundesliga,D 3-3,Y,63,0,0,0,0,0,0,0,1,0.0,,0,0.0,13.1,0,18,19,94.7,0,3,0,0,2,213,21,11,12,91.7,3,3,100.0,1,1,100.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,1,3,15,8,2,26,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0,0,0,0,1,2,MF,Match Report
30,Aymen Barkok,0,1,0,0,0,5,0,2024-08-31,26-102,ma MAR,Mainz 05,@,Stuttgart,de Bundesliga,D 3-3,N,4,0,0,0,0,0,0,0,0,,,0,,,0,1,3,33.3,0,0,0,0,0,13,0,1,1,100.0,0,1,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,1,0,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,MF,Match Report
31,Silvan Widmer,0,4,1,1,1,8,0,2024-08-31,31-179,ch SUI,Mainz 05,@,Stuttgart,de Bundesliga,D 3-3,N,18,0,1,1,0,0,0,0,0,,,0,,,0,4,6,66.7,1,1,0,0,2,60,36,3,4,75.0,1,2,50.0,0,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,1,1,5,2,1,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,DF,Match Report
32,Anthony Caci,3,31,5,1,1,48,1,2024-09-15,27-076,fr FRA,Mainz 05,,Werder Bremen,de Bundesliga,L 1-2,Y,78,0,0,0,0,0,0,0,3,0.0,0.0,1,33.3,18.3,0,31,42,73.8,0,1,0,0,3,475,175,20,22,90.9,7,12,58.3,3,5,60.0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,48,1,2,14,32,2,48,1,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,1,0,0,2,0,DF,Match Report
33,Jonathan Burkardt,1,12,3,0,0,20,0,2024-09-15,24-066,de GER,Mainz 05,,Werder Bremen,de Bundesliga,L 1-2,Y,90,0,0,0,0,0,0,0,1,0.0,,0,0.0,15.4,0,12,17,70.6,2,0,0,0,0,127,2,9,10,90.0,2,5,40.0,0,1,0.0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,7,13,5,20,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,FW,Match Report
34,Dominik Kohr,0,40,2,0,1,61,3,2024-09-15,30-228,de GER,Mainz 05,,Werder Bremen,de Bundesliga,L 1-2,Y,89,0,0,0,0,0,0,0,0,,,0,,,0,40,51,78.4,1,8,1,1,9,663,252,21,24,87.5,16,18,88.9,3,6,50.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,61,3,16,34,12,4,61,3,3,2,0,1,1,2,50.0,1,1,1,0,2,5,2,0,1,0,0,4,0,"DF,MF",Match Report
35,Paul Nebel,1,14,0,0,0,21,1,2024-09-15,21-341,de GER,Mainz 05,,Werder Bremen,de Bundesliga,L 1-2,N,12,0,0,0,0,0,0,0,1,0.0,,0,0.0,15.3,0,14,17,82.4,0,1,1,0,3,267,93,4,5,80.0,9,9,100.0,1,2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,6,7,8,2,21,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,1,0,0,0,0,0,0,MF,Match Report
36,Armindo Sieb,2,11,0,0,0,18,0,2024-09-15,21-211,de GER,Mainz 05,,Werder Bremen,de Bundesliga,L 1-2,N,26,0,0,0,0,0,0,0,2,0.0,0.0,1,50.0,18.3,0,11,16,68.8,0,1,1,0,3,143,44,9,10,90.0,2,5,40.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,15,1,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"FW,MF",Match Report
