Nombre,Posición,Edad,Nacionalidad,Altura,Pie hábil,Contrato,Valor de mercado,Equipo,Liga,Lesión
Daniel Klein,Goalkeeper,24,['Germany'],193,right,6/30/2026,150000,FCAugsburg,Bundesliga,Sin lesión
Chrislain Matsima,Centre-Back,23,"['France', 'Congo']",193,right,6/30/2029,22000000,FCAugsburg,Bundesliga,Sin lesión
Noahkai Banks,Centre-Back,18,"['United States', 'Germany']",193,right,6/30/2029,10000000,FCAugsburg,Bundesliga,Sin lesión
Cédric Zesiger,Centre-Back,27,['Switzerland'],194,left,6/30/2029,7000000,FCAugsburg,Bundesliga,Sin lesión
Keven Schlotterbeck,Centre-Back,28,['Germany'],188,left,6/30/2027,6000000,FCAugsburg,Bundesliga,Sin lesión
Jeffrey Gouweleeuw,Centre-Back,34,['Netherlands'],188,right,6/30/2026,1500000,FCAugsburg,Bundesliga,Team captain; Inner knee ligament tear - Return unknown
Maximilian Bauer,Centre-Back,25,['Germany'],189,right,6/30/2027,1500000,FCAugsburg,Bundesliga,Sin lesión
Felix Meiser,Centre-Back,18,['Germany'],189,right,6/30/2027,150000,FCAugsburg,Bundesliga,Sin lesión
Dimitrios Giannoulis,Left-Back,30,['Greece'],178,left,6/30/2028,3000000,FCAugsburg,Bundesliga,Sin lesión
Mads Pedersen,Left-Back,29,['Denmark'],178,left,6/30/2027,2000000,FCAugsburg,Bundesliga,Sin lesión
Oliver Sorg,Left-Back,18,['Austria'],176,left,,400000,FCAugsburg,Bundesliga,Sin lesión
Marius Wolf,Right-Back,30,['Germany'],188,right,6/30/2027,3000000,FCAugsburg,Bundesliga,Sin lesión
Kristijan Jakic,Defensive Midfield,28,['Croatia'],184,right,6/30/2028,6500000,FCAugsburg,Bundesliga,Sin lesión
Robin Fellhauer,Defensive Midfield,27,['Germany'],182,right,6/30/2029,2500000,FCAugsburg,Bundesliga,Sin lesión
Mahmut Kücüksahin,Defensive Midfield,21,"['Türkiye', 'Germany']",182,right,6/30/2027,175000,FCAugsburg,Bundesliga,Sin lesión
Han-Noah Massengo,Central Midfield,24,"['France', 'Congo']",178,right,6/30/2030,5000000,FCAugsburg,Bundesliga,Sin lesión
Elvis Rexhbecaj,Central Midfield,27,"['Kosovo', 'Germany']",182,left,6/30/2026,3500000,FCAugsburg,Bundesliga,Sin lesión
Arne Maier,Central Midfield,26,['Germany'],186,right,6/30/2026,3000000,FCAugsburg,Bundesliga,Sin lesión
Anton Kade,Right Midfield,21,['Germany'],185,right,6/30/2029,5000000,FCAugsburg,Bundesliga,Sin lesión
Alexis Claude-Maurice,Attacking Midfield,27,"['France', 'Guadeloupe']",176,right,6/30/2027,15000000,FCAugsburg,Bundesliga,Sin lesión
Mert Kömür,Attacking Midfield,20,"['Germany', 'Türkiye']",183,both,6/30/2029,12000000,FCAugsburg,Bundesliga,Sin lesión
Fabian Rieder,Attacking Midfield,23,['Switzerland'],179,left,6/30/2030,6000000,FCAugsburg,Bundesliga,Sin lesión
Ismaël Gharbi,Left Winger,21,"['Tunisia', 'Spain']",173,right,6/30/2026,7500000,FCAugsburg,Bundesliga,Sin lesión
Elias Saad,Left Winger,25,"['Tunisia', 'Germany']",185,right,6/30/2029,4000000,FCAugsburg,Bundesliga,Sin lesión
Aiman Dardari,Left Winger,20,"['Luxembourg', 'Morocco']",178,both,6/30/2029,500000,FCAugsburg,Bundesliga,Sin lesión
Phillip Tietz,Centre-Forward,28,['Germany'],190,right,6/30/2027,5000000,FCAugsburg,Bundesliga,Sin lesión
Samuel Essende,Centre-Forward,27,"['DR Congo', 'France']",193,right,6/30/2028,4500000,FCAugsburg,Bundesliga,Sin lesión
Jonas Urbig,Goalkeeper,22,['Germany'],189,both,6/30/2029,12000000,FCBayernMunchen,Bundesliga,Torn muscle fiber in the adductor area - Return unknown
Manuel Neuer,Goalkeeper,39,['Germany'],193,right,6/30/2026,4000000,FCBayernMunchen,Bundesliga,Team captain
Sven Ulreich,Goalkeeper,37,['Germany'],192,right,6/30/2026,500000,FCBayernMunchen,Bundesliga,Sin lesión
Leon Klanac,Goalkeeper,18,"['Germany', 'Croatia']",185,right,6/30/2027,150000,FCBayernMunchen,Bundesliga,Sin lesión
Dayot Upamecano,Centre-Back,26,"['France', 'Guinea-Bissau']",186,right,6/30/2026,60000000,FCBayernMunchen,Bundesliga,Sin lesión
Min-jae Kim,Centre-Back,28,"['Korea, South']",190,right,6/30/2028,32000000,FCBayernMunchen,Bundesliga,Sin lesión
Jonathan Tah,Centre-Back,29,"['Germany', ""Cote d'Ivoire""]",195,right,6/30/2029,30000000,FCBayernMunchen,Bundesliga,Sin lesión
Hiroki Ito,Centre-Back,26,['Japan'],188,left,6/30/2028,18000000,FCBayernMunchen,Bundesliga,Metatarsal fracture - Return expected on 31/10/2025
Alphonso Davies,Left-Back,24,"['Canada', 'Liberia']",185,left,6/30/2030,50000000,FCBayernMunchen,Bundesliga,Fitness - Return unknown
Raphaël Guerreiro,Left-Back,31,"['Portugal', 'France']",170,left,6/30/2026,8000000,FCBayernMunchen,Bundesliga,Sin lesión
Josip Stanisic,Right-Back,25,"['Croatia', 'Germany']",187,both,6/30/2029,32000000,FCBayernMunchen,Bundesliga,Inner ligament injury - Return unknown
Konrad Laimer,Right-Back,28,['Austria'],180,right,6/30/2027,25000000,FCBayernMunchen,Bundesliga,Sin lesión
Sacha Boey,Right-Back,25,['France'],178,right,6/30/2028,18000000,FCBayernMunchen,Bundesliga,Sin lesión
Aleksandar Pavlovic,Defensive Midfield,21,"['Germany', 'Serbia']",188,both,6/30/2029,55000000,FCBayernMunchen,Bundesliga,Sin lesión
Joshua Kimmich,Defensive Midfield,30,['Germany'],177,right,6/30/2029,45000000,FCBayernMunchen,Bundesliga,Sin lesión
Tom Bischof,Central Midfield,20,['Germany'],176,left,6/30/2029,30000000,FCBayernMunchen,Bundesliga,Sin lesión
Leon Goretzka,Central Midfield,30,['Germany'],189,right,6/30/2026,22000000,FCBayernMunchen,Bundesliga,Sin lesión
Jamal Musiala,Attacking Midfield,22,"['Germany', 'England']",184,right,6/30/2030,140000000,FCBayernMunchen,Bundesliga,Broken fibula - Return unknown
Luis Díaz,Left Winger,28,['Colombia'],180,right,6/30/2029,70000000,FCBayernMunchen,Bundesliga,Sin lesión
Serge Gnabry,Left Winger,30,"['Germany', ""Cote d'Ivoire""]",176,right,6/30/2026,22000000,FCBayernMunchen,Bundesliga,Adductor pain - Return unknown
Wisdom Mike,Left Winger,17,"['Germany', 'Nigeria']",175,both,6/30/2027,3000000,FCBayernMunchen,Bundesliga,Sin lesión
Michael Olise,Right Winger,23,"['France', 'England']",184,left,6/30/2029,130000000,FCBayernMunchen,Bundesliga,Sin lesión
Lennart Karl,Right Winger,17,['Germany'],168,left,6/30/2028,20000000,FCBayernMunchen,Bundesliga,Sin lesión
Harry Kane,Centre-Forward,32,"['England', 'Ireland']",188,right,6/30/2027,75000000,FCBayernMunchen,Bundesliga,Sin lesión
Nicolas Jackson,Centre-Forward,24,"['Senegal', 'The Gambia']",187,right,6/30/2026,50000000,FCBayernMunchen,Bundesliga,Sin lesión
Noah Atubolu,Goalkeeper,23,"['Germany', 'Nigeria']",190,right,6/30/2027,18000000,FCFreiburg,Bundesliga,Sin lesión
Florian Müller,Goalkeeper,27,['Germany'],190,left,,1200000,FCFreiburg,Bundesliga,Sin lesión
Jannik Huth,Goalkeeper,31,['Germany'],185,right,,400000,FCFreiburg,Bundesliga,Sin lesión
Philipp Lienhart,Centre-Back,29,['Austria'],189,right,,12000000,FCFreiburg,Bundesliga,Sin lesión
Max Rosenfelder,Centre-Back,22,['Germany'],186,right,,8000000,FCFreiburg,Bundesliga,Sin lesión
Matthias Ginter,Centre-Back,31,['Germany'],189,right,6/30/2027,7000000,FCFreiburg,Bundesliga,Sin lesión
Anthony Jung,Centre-Back,33,"['Germany', 'Spain']",186,left,,1000000,FCFreiburg,Bundesliga,Sin lesión
Bruno Ogbus,Centre-Back,19,"['Switzerland', 'Nigeria']",185,right,,1000000,FCFreiburg,Bundesliga,Sin lesión
Jordy Makengo,Left-Back,24,"['France', 'DR Congo']",191,left,,6000000,FCFreiburg,Bundesliga,Sin lesión
Christian Günter,Left-Back,32,['Germany'],184,left,,3500000,FCFreiburg,Bundesliga,Team captain
Philipp Treu,Right-Back,24,['Germany'],173,right,,7000000,FCFreiburg,Bundesliga,Sin lesión
Lukas Kübler,Right-Back,33,['Germany'],182,right,,1500000,FCFreiburg,Bundesliga,Sin lesión
Patrick Osterhage,Defensive Midfield,25,['Germany'],186,left,,12000000,FCFreiburg,Bundesliga,muscular problems - Return unknown
Nicolas Höfler,Defensive Midfield,35,['Germany'],181,right,,500000,FCFreiburg,Bundesliga,Sin lesión
Johan Manzambi,Central Midfield,20,['Switzerland'],182,right,,15000000,FCFreiburg,Bundesliga,Sin lesión
Maximilian Eggestein,Central Midfield,28,['Germany'],181,right,,10000000,FCFreiburg,Bundesliga,Sin lesión
Yuito Suzuki,Attacking Midfield,23,['Japan'],175,right,,10000000,FCFreiburg,Bundesliga,Sin lesión
Daniel-Kofi Kyereh,Attacking Midfield,29,"['Ghana', 'Germany']",179,right,,800000,FCFreiburg,Bundesliga,Fitness - Return unknown
Vincenzo Grifo,Left Winger,32,['Italy'],180,right,,6000000,FCFreiburg,Bundesliga,Sin lesión
Derry Scherhant,Left Winger,22,['Germany'],185,right,,4000000,FCFreiburg,Bundesliga,Sin lesión
Cyriaque Irié,Right Winger,20,"['Burkina Faso', ""Cote d'Ivoire""]",185,left,,8000000,FCFreiburg,Bundesliga,malaria - Return unknown
Eren Dinkçi,Right Winger,23,"['Türkiye', 'Germany']",188,right,,7000000,FCFreiburg,Bundesliga,Sin lesión
Niklas Beste,Right Winger,26,['Germany'],175,left,6/30/2030,7000000,FCFreiburg,Bundesliga,Sin lesión
Maximilian Philipp,Second Striker,31,['Germany'],183,right,,800000,FCFreiburg,Bundesliga,Sin lesión
Igor Matanovic,Centre-Forward,22,"['Croatia', 'Germany']",194,right,,7000000,FCFreiburg,Bundesliga,Sin lesión
Junior Adamu,Centre-Forward,24,['Austria'],183,right,,5000000,FCFreiburg,Bundesliga,Sin lesión
Lucas Höler,Centre-Forward,31,['Germany'],184,right,,3000000,FCFreiburg,Bundesliga,Sin lesión
Marvin Schwäbe,Goalkeeper,30,['Germany'],190,right,6/30/2027,3000000,FCKoln,Bundesliga,Team captain
Ron-Robert Zieler,Goalkeeper,36,['Germany'],188,right,6/30/2027,500000,FCKoln,Bundesliga,Sin lesión
Matthias Köbbing,Goalkeeper,28,['Germany'],196,both,6/30/2027,100000,FCKoln,Bundesliga,Sin lesión
Rav van den Berg,Centre-Back,21,['Netherlands'],191,right,6/30/2030,8000000,FCKoln,Bundesliga,Shoulder injury - Return unknown
Joël Schmied,Centre-Back,27,['Switzerland'],188,right,6/30/2029,3500000,FCKoln,Bundesliga,Sin lesión
Timo Hübers,Centre-Back,29,['Germany'],190,right,6/30/2026,3000000,FCKoln,Bundesliga,Sin lesión
Cenk Özkacar,Centre-Back,25,['Türkiye'],190,left,6/30/2026,1200000,FCKoln,Bundesliga,Sin lesión
Dominique Heintz,Centre-Back,32,['Germany'],188,left,6/30/2026,800000,FCKoln,Bundesliga,Sin lesión
Neo Telle,Centre-Back,20,"['Germany', 'Cameroon']",183,right,6/30/2026,300000,FCKoln,Bundesliga,Sin lesión
Luca Kilian,Centre-Back,26,['Germany'],192,right,6/30/2026,100000,FCKoln,Bundesliga,Cruciate ligament tear - Return unknown
Kristoffer Lund,Left-Back,23,"['United States', 'Denmark']",184,left,6/30/2026,2700000,FCKoln,Bundesliga,Sin lesión
Sebastian Sebulonsen,Right-Back,25,['Norway'],187,right,6/30/2028,4000000,FCKoln,Bundesliga,Sin lesión
Jusuf Gazibegovic,Right-Back,25,['Bosnia-Herzegovina'],174,both,6/30/2028,3000000,FCKoln,Bundesliga,Sin lesión
Eric Martel,Defensive Midfield,23,['Germany'],188,right,6/30/2026,8000000,FCKoln,Bundesliga,Sin lesión
Fayssal Harchaoui,Defensive Midfield,19,"['Germany', 'Morocco']",175,right,6/30/2028,200000,FCKoln,Bundesliga,Sin lesión
Ísak Jóhannesson,Central Midfield,22,['Iceland'],184,left,6/30/2030,10000000,FCKoln,Bundesliga,Sin lesión
Tom Krauß,Central Midfield,24,['Germany'],182,right,6/30/2026,4000000,FCKoln,Bundesliga,Sin lesión
Denis Huseinbasic,Central Midfield,24,"['Bosnia-Herzegovina', 'Germany']",184,right,6/30/2027,2800000,FCKoln,Bundesliga,Sin lesión
Emin Kujovic,Central Midfield,21,"['Bosnia-Herzegovina', 'Montenegro']",190,right,6/30/2028,125000,FCKoln,Bundesliga,Sin lesión
Alessio Castro-Montes,Right Midfield,28,"['Belgium', 'Spain']",175,right,6/30/2028,3500000,FCKoln,Bundesliga,Sin lesión
Florian Kainz,Attacking Midfield,32,['Austria'],176,both,6/30/2026,1700000,FCKoln,Bundesliga,Sin lesión
Said El Mala,Left Winger,19,['Germany'],190,both,6/30/2030,18000000,FCKoln,Bundesliga,Sin lesión
Jakub Kaminski,Left Winger,23,['Poland'],179,right,6/30/2026,7000000,FCKoln,Bundesliga,Sin lesión
Linton Maina,Left Winger,26,"['Germany', 'Kenya']",180,right,,4000000,FCKoln,Bundesliga,Sin lesión
Marius Bülter,Left Winger,32,['Germany'],188,right,6/30/2027,2500000,FCKoln,Bundesliga,Sin lesión
Jan Thielmann,Right Winger,23,['Germany'],178,right,6/30/2028,5000000,FCKoln,Bundesliga,Sin lesión
Ragnar Ache,Centre-Forward,27,"['Germany', 'Ghana']",183,right,6/30/2029,7000000,FCKoln,Bundesliga,Sin lesión
Luca Waldschmidt,Centre-Forward,29,['Germany'],181,left,6/30/2027,2000000,FCKoln,Bundesliga,Sin lesión
Malek El Mala,Centre-Forward,20,['Germany'],194,right,6/30/2030,250000,FCKoln,Bundesliga,Sin lesión
Nikola Vasilj,Goalkeeper,29,"['Bosnia-Herzegovina', 'Croatia']",193,right,,4500000,FCStPauli,Bundesliga,Sin lesión
Ben Voll,Goalkeeper,24,['Germany'],195,both,,500000,FCStPauli,Bundesliga,Sin lesión
Simon Spari,Goalkeeper,23,['Austria'],196,,,350000,FCStPauli,Bundesliga,Sin lesión
Eric Smith,Centre-Back,28,['Sweden'],192,right,,6000000,FCStPauli,Bundesliga,Sin lesión
David Nemeth,Centre-Back,24,['Austria'],191,both,,4000000,FCStPauli,Bundesliga,muscular problems - Return unknown
Hauke Wahl,Centre-Back,31,['Germany'],189,right,,1500000,FCStPauli,Bundesliga,Ill - Return unknown
Karol Mets,Centre-Back,32,['Estonia'],191,left,6/30/2026,900000,FCStPauli,Bundesliga,Sin lesión
Adam Dzwigala,Centre-Back,30,['Poland'],185,right,,900000,FCStPauli,Bundesliga,Sin lesión
Jannik Robatsch,Centre-Back,20,['Austria'],190,left,,600000,FCStPauli,Bundesliga,Sin lesión
Louis Oppie,Left-Back,23,['Germany'],184,left,,3000000,FCStPauli,Bundesliga,Sin lesión
Lars Ritzka,Left-Back,27,['Germany'],185,left,,1000000,FCStPauli,Bundesliga,Sin lesión
Manolis Saliakas,Right-Back,29,['Greece'],177,right,,3000000,FCStPauli,Bundesliga,Sin lesión
Arkadiusz Pyrka,Right-Back,23,['Poland'],177,,,2000000,FCStPauli,Bundesliga,Sin lesión
Fin Stevens,Right-Back,22,"['Wales', 'England']",179,right,,500000,FCStPauli,Bundesliga,Sin lesión
James Sands,Defensive Midfield,25,['United States'],186,right,6/30/2026,4000000,FCStPauli,Bundesliga,Sin lesión
Marwin Schmitz,Defensive Midfield,18,['Germany'],180,right,,200000,FCStPauli,Bundesliga,Sin lesión
Joel Chima Fujita,Central Midfield,23,"['Japan', 'Nigeria']",175,right,,6000000,FCStPauli,Bundesliga,Sin lesión
Connor Metcalfe,Central Midfield,25,['Australia'],183,left,,2500000,FCStPauli,Bundesliga,Sin lesión
Jackson Irvine,Central Midfield,32,"['Australia', 'Scotland']",189,right,,2000000,FCStPauli,Bundesliga,Team captain
Erik Ahlstrand,Central Midfield,24,['Sweden'],184,left,,500000,FCStPauli,Bundesliga,Sin lesión
Nick Schmidt,Central Midfield,18,"['Japan', 'Germany']",180,right,,125000,FCStPauli,Bundesliga,Sin lesión
Danel Sinani,Attacking Midfield,28,"['Luxembourg', 'Serbia']",185,left,,3000000,FCStPauli,Bundesliga,Sin lesión
Mathias Pereira Lage,Left Winger,28,"['Portugal', 'France']",180,right,6/30/2028,3500000,FCStPauli,Bundesliga,Sin lesión
Romeo Aigbekaen,Left Winger,21,"['Germany', 'Nigeria']",189,both,6/30/2028,100000,FCStPauli,Bundesliga,Sin lesión
Oladapo Afolayan,Right Winger,28,"['England', 'Nigeria']",180,right,6/30/2026,3000000,FCStPauli,Bundesliga,Sin lesión
Andréas Hountondji,Centre-Forward,23,"['Benin', 'France']",190,right,6/30/2026,5000000,FCStPauli,Bundesliga,Sin lesión
Martijn Kaars,Centre-Forward,26,['Netherlands'],183,right,,4000000,FCStPauli,Bundesliga,Sin lesión
Ricky-Jade Jones,Centre-Forward,22,['England'],183,right,,900000,FCStPauli,Bundesliga,Shoulder injury - Return unknown
Abdoulie Ceesay,Centre-Forward,21,['The Gambia'],185,,,500000,FCStPauli,Bundesliga,Sin lesión
Daniel Peretz,Goalkeeper,25,"['Israel', 'Germany']",190,right,6/30/2026,2000000,HamburgSV,Bundesliga,Sin lesión
Daniel Heuer Fernandes,Goalkeeper,32,"['Portugal', 'Germany']",188,right,6/30/2026,1200000,HamburgSV,Bundesliga,Sin lesión
Hannes Hermann,Goalkeeper,20,['Germany'],191,right,6/30/2027,150000,HamburgSV,Bundesliga,Sin lesión
Fernando Dickes,Goalkeeper,18,['Germany'],193,left,6/30/2028,,HamburgSV,Bundesliga,Sin lesión
Luka Vuskovic,Centre-Back,18,['Croatia'],193,right,6/30/2026,18000000,HamburgSV,Bundesliga,Sin lesión
Jordan Torunarigha,Centre-Back,28,"['Nigeria', 'Germany']",191,left,6/30/2028,4000000,HamburgSV,Bundesliga,Sin lesión
Daniel Elfadli,Centre-Back,28,"['Libya', 'Germany']",188,right,6/30/2028,3500000,HamburgSV,Bundesliga,Sin lesión
Warmed Omari,Centre-Back,25,"['Comoros', 'France']",188,right,6/30/2026,3000000,HamburgSV,Bundesliga,Outer ligament tear - Return expected on 31/12/2025
Aboubaka Soumahoro,Centre-Back,20,"['France', ""Cote d'Ivoire""]",187,left,6/30/2029,1800000,HamburgSV,Bundesliga,Sin lesión
Gui Ramos,Centre-Back,28,['Portugal'],191,right,6/30/2026,700000,HamburgSV,Bundesliga,Sin lesión
Miro Muheim,Left-Back,27,['Switzerland'],182,left,6/30/2027,4000000,HamburgSV,Bundesliga,Sin lesión
Noah Katterbach,Left-Back,24,['Germany'],180,left,6/30/2027,600000,HamburgSV,Bundesliga,Sin lesión
Giorgi Gocholeishvili,Right-Back,24,['Georgia'],178,right,6/30/2026,3500000,HamburgSV,Bundesliga,Head injury - Return unknown
William Mikelbrencis,Right-Back,21,['France'],182,right,6/30/2026,2000000,HamburgSV,Bundesliga,Sin lesión
Silvan Hefti,Right-Back,27,['Switzerland'],183,right,6/30/2028,1000000,HamburgSV,Bundesliga,Sin lesión
Nicolai Remberg,Defensive Midfield,25,['Germany'],188,right,6/30/2028,4000000,HamburgSV,Bundesliga,Sin lesión
Jonas Meffert,Defensive Midfield,31,['Germany'],186,right,6/30/2026,1000000,HamburgSV,Bundesliga,Sin lesión
Albert Sambi Lokonga,Central Midfield,25,"['Belgium', 'DR Congo']",183,right,6/30/2028,6000000,HamburgSV,Bundesliga,Sin lesión
Nicolás Capaldo,Central Midfield,27,"['Argentina', 'Italy']",177,right,6/30/2028,4000000,HamburgSV,Bundesliga,Sin lesión
Fábio Vieira,Attacking Midfield,25,['Portugal'],170,left,6/30/2026,18000000,HamburgSV,Bundesliga,Sin lesión
Immanuel Pherai,Attacking Midfield,24,"['Suriname', 'Netherlands']",175,right,6/30/2027,1800000,HamburgSV,Bundesliga,Sin lesión
Jean-Luc Dompé,Left Winger,30,"['France', ""Cote d'Ivoire""]",170,right,6/30/2027,3500000,HamburgSV,Bundesliga,Sin lesión
Alexander Røssing-Lelesiit,Left Winger,18,['Norway'],184,right,6/30/2029,3500000,HamburgSV,Bundesliga,Sin lesión
Fabio Baldé,Left Winger,20,"['Portugal', 'Germany']",182,right,6/30/2029,2000000,HamburgSV,Bundesliga,Sin lesión
Rayan Philippe,Right Winger,24,['France'],182,left,6/30/2029,4000000,HamburgSV,Bundesliga,Sin lesión
Emir Sahiti,Right Winger,26,"['Kosovo', 'Albania']",174,right,6/30/2027,2000000,HamburgSV,Bundesliga,Sin lesión
Bakery Jatta,Right Winger,27,['The Gambia'],184,right,6/30/2029,700000,HamburgSV,Bundesliga,Sin lesión
Ransford Königsdörffer,Centre-Forward,24,"['Ghana', 'Germany']",182,right,6/30/2026,6000000,HamburgSV,Bundesliga,Sin lesión
Yussuf Poulsen,Centre-Forward,31,"['Denmark', 'Tanzania']",192,right,6/30/2027,2500000,HamburgSV,Bundesliga,Team captain
Robert Glatzel,Centre-Forward,31,"['Germany', 'Eritrea']",193,both,6/30/2027,2000000,HamburgSV,Bundesliga,Sin lesión
Maarten Vandevoordt,Goalkeeper,23,['Belgium'],192,right,6/30/2029,8000000,RBLiepzig,Bundesliga,Sin lesión
Péter Gulácsi,Goalkeeper,35,['Hungary'],193,right,6/30/2026,2000000,RBLiepzig,Bundesliga,Sin lesión
Leopold Zingerle,Goalkeeper,31,['Germany'],182,right,6/30/2026,400000,RBLiepzig,Bundesliga,Sin lesión
Castello Lukeba,Centre-Back,22,"['France', 'Angola']",184,left,6/30/2029,40000000,RBLiepzig,Bundesliga,Sin lesión
El Chadaille Bitshiabu,Centre-Back,20,"['France', 'DR Congo']",196,left,6/30/2029,15000000,RBLiepzig,Bundesliga,Sin lesión
Willi Orbán,Centre-Back,32,"['Hungary', 'Germany']",186,right,6/30/2027,8000000,RBLiepzig,Bundesliga,Sin lesión
Lukas Klostermann,Centre-Back,29,['Germany'],189,right,6/30/2028,5000000,RBLiepzig,Bundesliga,Sin lesión
David Raum,Left-Back,27,['Germany'],181,left,6/30/2027,20000000,RBLiepzig,Bundesliga,Team captain
Max Finkgräfe,Left-Back,21,['Germany'],183,left,6/30/2030,4000000,RBLiepzig,Bundesliga,Inner ligament injury - Return unknown
Ridle Baku,Right-Back,27,"['Germany', 'DR Congo']",176,right,6/30/2027,12000000,RBLiepzig,Bundesliga,Sin lesión
Benjamin Henrichs,Right-Back,28,"['Germany', 'Ghana']",185,right,6/30/2028,12000000,RBLiepzig,Bundesliga,Achilles tendon rupture - Return unknown
Kosta Nedeljkovic,Right-Back,19,['Serbia'],184,right,6/30/2026,10000000,RBLiepzig,Bundesliga,Knee injury - Return unknown
Ezechiel Banzuzi,Central Midfield,20,"['Netherlands', 'DR Congo']",191,right,6/30/2030,18000000,RBLiepzig,Bundesliga,Sin lesión
Nicolas Seiwald,Central Midfield,24,['Austria'],180,right,6/30/2028,18000000,RBLiepzig,Bundesliga,Sin lesión
Amadou Haidara,Central Midfield,27,['Mali'],178,right,6/30/2026,12000000,RBLiepzig,Bundesliga,Sin lesión
Assan Ouédraogo,Central Midfield,19,"['Germany', 'Burkina Faso']",191,right,6/30/2029,10000000,RBLiepzig,Bundesliga,Sin lesión
Xaver Schlager,Central Midfield,28,['Austria'],174,left,6/30/2026,10000000,RBLiepzig,Bundesliga,Sin lesión
Kevin Kampl,Central Midfield,35,['Slovenia'],178,right,6/30/2026,2500000,RBLiepzig,Bundesliga,Sin lesión
