Rk,Player,Sh,Cmp,SCA,GCA,CrdY,Touches,Tkl,Date,Age,Nation,Team,Team.1,Opp,Comp,Result,Start,Min,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_PKm,Standard_Sh,Standard_G/Sh,Standard_G/SoT,Standard_SoT,Standard_SoT%,Standard_Dist,Standard_FK,Total_Cmp,Total_Att,Total_Cmp%,Total_KP,Total_2025-01-03 00:00:00,Total_PPA,Total_CrsPA,Total_PrgP,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Long_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,SCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Pos.,Performance_Match Report
31,Badredine Bouanani,3,11,2,0,1,26,0,2024-09-01,19-268,dz ALG,Nice,@,Angers,fr Ligue 1,W 4-1,Y,63,0,0,0,0,0,0,0,3,0.0,0.0,1,33.3,26.8,0,11,18,61.1,0,2,2,0,2,194,55,5,7,71.4,4,7,57.1,2,3,66.7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,14,12,2,26,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,1,0,0,1,2,"MF,FW",Match Report
32,Pablo Rosario,0,1,0,0,0,1,0,2024-09-01,27-238,do DOM,Nice,@,Angers,fr Ligue 1,W 4-1,N,3,0,0,0,0,0,0,0,0,,,0,,,0,1,1,100.0,0,0,0,0,1,20,19,0,0,,1,1,100.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,"MF,DF",Match Report
33,Melvin Bard,1,22,1,0,0,44,1,2024-09-01,23-300,fr FRA,Nice,@,Angers,fr Ligue 1,W 4-1,Y,90,0,0,0,0,0,0,0,1,0.0,0.0,1,100.0,10.5,0,22,37,59.5,0,2,0,0,3,404,161,10,14,71.4,9,15,60.0,2,5,40.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,10,25,10,2,44,1,1,0,1,0,0,2,0.0,2,3,1,2,1,2,1,0,0,0,0,1,0,"DF,MF",Match Report
34,Antoine Mendy,0,1,0,0,0,8,2,2024-09-01,20-097,sn SEN,Nice,@,Angers,fr Ligue 1,W 4-1,N,27,0,0,0,0,0,0,0,0,,,0,,,0,1,4,25.0,0,0,0,0,0,27,25,0,1,0.0,1,2,50.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,2,2,0,8,2,2,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,0,0,0,0,0,DF,Match Report
35,Jonathan Clauss,0,12,2,2,0,33,4,2024-09-01,31-342,fr FRA,Nice,@,Angers,fr Ligue 1,W 4-1,Y,63,0,1,1,0,0,0,0,0,,,0,,,0,12,22,54.5,1,0,2,1,1,294,81,4,6,66.7,5,9,55.6,3,6,50.0,2,1,1,0,0,0,0,2,1,1,0,0,0,0,33,3,9,9,15,1,33,4,4,0,3,1,0,0,,0,1,0,1,1,5,4,0,0,0,0,0,0,"DF,MF",Match Report
36,Tanguy Ndombele,0,36,5,1,0,52,5,2024-09-01,27-248,fr FRA,Nice,@,Angers,fr Ligue 1,W 4-1,Y,87,0,1,1,0,0,0,0,0,,,0,,,0,36,39,92.3,4,3,1,0,3,514,165,19,20,95.0,15,17,88.2,1,1,100.0,5,5,0,0,0,0,0,1,1,0,0,0,0,0,52,2,7,36,10,2,52,5,4,2,2,1,2,2,100.0,0,0,0,0,1,6,1,0,0,0,0,0,3,MF,Match Report
37,Youssouf Ndayishimiye,2,40,0,0,0,58,1,2024-09-01,25-310,bi BDI,Nice,@,Angers,fr Ligue 1,W 4-1,Y,90,1,0,1,1,0,0,0,2,0.5,1.0,1,50.0,9.3,0,40,46,87.0,0,0,0,0,3,668,157,16,16,100.0,22,25,88.0,2,5,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,27,27,5,2,58,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,6,0,0,0,0,1,0,DF,Match Report
38,Evann Guessand,4,11,3,2,0,26,1,2024-09-01,23-062,ci CIV,Nice,@,Angers,fr Ligue 1,W 4-1,Y,87,2,0,2,2,0,0,0,4,0.5,1.0,2,50.0,11.2,0,11,15,73.3,1,1,2,0,3,163,59,7,8,87.5,3,5,60.0,1,1,100.0,3,1,0,1,1,0,0,2,0,0,1,1,0,0,26,1,1,10,15,5,26,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,0,2,3,"FW,MF",Match Report
39,Mohamed Abdelmoneim,0,3,0,0,0,10,1,2024-09-01,25-213,eg EGY,Nice,@,Angers,fr Ligue 1,W 4-1,N,23,0,0,0,0,0,0,0,0,,,0,,,0,3,6,50.0,0,0,0,0,0,39,15,2,4,50.0,1,2,50.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,7,3,0,0,10,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,2,0,0,0,0,0,1,DF,Match Report
40,Moïse Bombito,0,46,1,0,2,57,1,2024-09-01,24-155,ca CAN,Nice,@,Angers,fr Ligue 1,W 4-1,Y,64,0,0,0,0,0,0,0,0,,,0,,,0,46,49,93.9,0,2,0,0,5,876,419,14,15,93.3,25,25,100.0,5,6,83.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,57,10,31,26,0,0,57,1,1,0,1,0,0,0,,0,1,1,0,0,1,5,0,2,1,1,2,0,DF,Match Report
