Rk,Player,Sh,Cmp,SCA,GCA,CrdY,Touches,Tkl,Date,Age,Nation,Team,Team.1,Opp,Comp,Result,Start,Min,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_PKm,Standard_Sh,Standard_G/Sh,Standard_G/SoT,Standard_SoT,Standard_SoT%,Standard_Dist,Standard_FK,Total_Cmp,Total_Att,Total_Cmp%,Total_KP,Total_2025-01-03 00:00:00,Total_PPA,Total_CrsPA,Total_PrgP,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Long_SCA,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,SCA Types_GCA,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Pos.,Performance_Match Report
21,Miguel Almirón,0,4,0,0,0,4,0,2024-08-25,30-197,py PAR,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,N,2,0,0,0,0,0,0,0,0,,,0,,,0,4,4,100.0,0,0,1,0,2,61,22,2,2,100.0,2,2,100.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,Match Report
22,Alexander Isak,5,11,2,0,0,34,0,2024-08-25,24-339,se SWE,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,5,0.0,0.0,1,20.0,11.9,0,11,19,57.9,1,0,1,0,1,170,14,6,8,75.0,5,6,83.3,0,1,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,10,24,11,34,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,1,FW,Match Report
23,Sean Longstaff,0,30,1,0,0,38,1,2024-08-25,26-300,eng ENG,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,Y,69,0,0,0,0,0,0,0,0,,,0,,,0,30,34,88.2,1,0,0,0,2,396,80,21,22,95.5,8,8,100.0,1,2,50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38,1,12,17,9,1,38,1,1,0,1,0,1,1,100.0,0,2,0,2,0,1,0,0,0,0,0,1,1,MF,Match Report
24,Joe Willock,1,5,1,0,0,12,1,2024-08-25,25-005,eng ENG,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,N,21,0,0,0,0,0,0,0,1,0.0,,0,0.0,14.9,0,5,7,71.4,0,0,0,0,0,54,5,4,4,100.0,1,2,50.0,0,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,4,8,3,12,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,0,0,0,1,1,"MF,FW",Match Report
25,Valentino Livramento,0,34,0,0,0,51,2,2024-08-25,21-287,eng ENG,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,Y,57,0,0,0,0,0,0,0,0,,,0,,,0,34,44,77.3,0,1,0,0,1,536,212,15,17,88.2,19,23,82.6,0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,23,25,3,0,51,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,2,0,0,0,0,0,3,DF,Match Report
26,Dan Burn,2,56,1,0,1,73,2,2024-08-25,32-108,eng ENG,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,2,0.0,0.0,1,50.0,7.9,0,56,64,87.5,0,0,0,0,2,834,439,29,32,90.6,26,26,100.0,0,3,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,73,12,39,26,8,5,73,2,0,2,0,0,1,1,100.0,0,2,2,0,2,4,2,0,1,0,0,2,0,DF,Match Report
27,Joelinton,1,44,1,0,1,74,5,2024-08-25,28-011,br BRA,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,Y,90,0,0,0,0,0,0,0,1,0.0,0.0,1,100.0,5.5,0,44,59,74.6,1,5,0,0,5,592,188,29,37,78.4,12,14,85.7,2,4,50.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,74,3,14,45,15,1,74,5,3,1,1,3,3,5,60.0,2,0,0,0,0,5,1,1,1,0,0,1,2,"MF,FW",Match Report
28,Lewis Hall,0,15,2,1,0,20,0,2024-08-25,19-352,eng ENG,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,N,22,0,0,0,0,0,0,0,0,,,0,,,0,15,17,88.2,1,3,0,0,2,288,137,7,7,100.0,6,6,100.0,2,3,66.7,2,2,0,0,0,0,0,1,1,0,0,0,0,0,20,4,7,8,5,1,20,0,0,0,0,0,0,0,,0,2,2,0,0,0,1,0,0,0,0,0,0,DF,Match Report
29,Jacob Murphy,0,19,3,0,0,36,0,2024-08-25,29-183,eng ENG,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,Y,57,0,0,0,0,0,0,0,0,,,0,,,0,19,30,63.3,1,4,0,0,5,324,122,11,12,91.7,7,10,70.0,1,5,20.0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,36,0,4,22,10,0,36,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,0,0,0,0,0,FW,Match Report
30,Lloyd Kelly,0,29,0,0,0,40,2,2024-08-25,25-324,eng ENG,Newcastle Utd,@,Bournemouth,eng Premier League,D 1-1,Y,68,0,0,0,0,0,0,0,0,,,0,,,0,29,35,82.9,0,1,0,0,2,474,195,16,17,94.1,13,17,76.5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4,20,15,6,0,40,2,2,2,0,0,0,0,,0,0,0,0,0,2,3,0,0,0,0,0,0,DF,Match Report
